RegionID,RegionName,StateName,SizeRank,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
323,Vigo County,Indiana,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86900,95600,105300,100200,96200,99500,104600,101300,94900,90500,93900,105100,108200,105200,101800,88100,87500,81200,95300,94700,1.04E+05,104500,100800,95700,93400,99300,1.02E+05,110500,117400,1.09E+05,1E+05,97200,104700,102400,97500,92100,100100,104300,121800,
68,Bay County,Michigan,434,56600,60400,57400,59800,58400,60300,63900,64800,66500,65200,66300,62900,64700,63200,64100,64300,68500,68400,6.8E+04,73400,74100,74800,68400,72700,73300,78500,75700,73300,72600,74300,74400,74200,73500,7.6E+04,75700,74700,70600,67400,74200,79100,80500,73600,72500,73500,75400,75300,76200,74700,75400,76200,77100,76300,75700,7.7E+04,78200,77600,76800,76700,81200,85600,92900,91700,93100,84500,82700,74800,80500,81800,8.9E+04,85600,88700,87400,,
493,Eaton County,Michigan,435,104900,110400,109400,98700,97500,99600,100700,1.03E+05,99800,103600,102600,1.02E+05,100600,101700,1.08E+05,105200,108800,107700,105800,1.05E+05,110200,119800,122800,119100,113900,1.24E+05,121100,128900,116600,124100,120600,123100,123400,1.2E+05,118800,119300,124700,142700,141900,140200,123100,122100,123300,122400,124500,123500,128300,129800,1.33E+05,135400,134500,1.38E+05,137400,138300,137900,1.38E+05,137200,136300,135100,139200,140800,1.49E+05,146100,147300,143700,147300,1.45E+05,143200,146400,151900,158100,154900,148600,
1678,Douglas County,Oregon,436,129800,123900,130500,132400,147600,1.46E+05,144900,141800,147400,142800,144400,143100,149700,148200,149800,146800,147600,146500,153600,155800,152900,148200,143800,149800,144100,148300,144500,154800,150500,157700,151900,155800,151900,165500,169800,168600,160200,159900,164900,1.62E+05,165300,163200,166700,170800,171600,174300,174800,179100,176700,175700,174400,177600,176700,179900,181900,181700,1.83E+05,185800,185800,180500,182500,187900,192300,191900,189400,195600,1.95E+05,195600,187500,192200,192300,199900,,
1411,Sumter County,South Carolina,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01E+05,9.5E+04,104900,96700,108300,107900,115900,115300,114500,111300,1.06E+05,111300,113100,113700,133200,134700,153500,1.37E+05,1.38E+05,121700,115400,107800,108700,1.08E+05,115800,1.2E+05,119600,
1253,Navajo County,Arizona,438,125200,126200,127400,143300,1.49E+05,1.56E+05,153700,149400,149200,149200,155100,154900,1.57E+05,149200,155800,156900,159200,154600,154400,162100,163500,159300,154800,151500,151300,159300,1.59E+05,156800,151400,159100,163400,161600,157600,164400,163400,170600,166500,168900,170100,175300,178500,1.67E+05,173900,175400,183300,175300,173500,174200,185500,195300,194800,184700,176400,178400,179300,1.72E+05,175400,184500,201800,204200,2.05E+05,198700,202400,204800,219100,224200,217400,2.03E+05,193500,199500,199900,205200,208500,
2640,Brunswick County,North Carolina,439,165700,180900,178700,189900,189600,186200,181400,179400,180500,188800,198100,204300,188900,178300,176700,183200,192200,1.94E+05,198700,190900,186500,186600,192500,201400,2.11E+05,213300,207800,202300,1.97E+05,199700,196900,200100,201400,196700,194700,188300,193200,192400,191600,1.91E+05,189200,190700,194400,206600,211400,211400,2.03E+05,199800,199400,206300,211600,212700,216900,217500,220800,220100,221700,222800,221600,220100,221100,218600,226700,228600,233700,232900,2.34E+05,237400,230700,231300,2.27E+05,227900,224300,224900
2623,Ascension Parish,Louisiana,440,202100,196200,196400,188500,189600,190600,212900,211700,215400,203800,210600,207400,202200,2.04E+05,208600,210600,199700,195600,197600,204900,206500,208300,215100,227600,241400,236700,2.29E+05,218400,223100,2.25E+05,214900,210600,203100,203100,201800,202900,201400,210200,209600,215700,208500,210600,210800,2.14E+05,223800,222500,216100,2.06E+05,213700,211400,218900,215100,225600,227200,231800,232200,228500,2.25E+05,220700,224100,216500,224200,223900,243200,237200,242900,228600,238500,229700,,,,,
2719,Henderson County,North Carolina,441,,,,,,,190400,190300,187300,187500,175600,182400,180400,192100,185100,187600,1.84E+05,1.85E+05,181100,181700,187500,191700,190500,187200,191200,195700,200300,1.94E+05,191700,191900,193300,202500,205300,205800,206500,199400,200500,199400,2.06E+05,205900,205700,209100,213100,211900,206900,209200,210100,219500,217900,216600,219500,2.14E+05,226100,224900,238600,233600,235500,231200,236800,236600,243100,239300,250700,249700,253300,241500,252400,254800,261800,257400,258700,249800,242400,
1697,Fayette County,Georgia,442,175900,185400,184800,186100,187300,188500,192900,191500,195300,194200,199400,200400,201200,197400,196400,191700,190800,197100,204900,211400,205800,207100,205400,207900,207900,205400,211700,214600,227800,229300,230200,233900,2.4E+05,245100,242500,243400,249300,253600,2.47E+05,244900,239700,238800,236900,2.38E+05,240300,2.37E+05,2.41E+05,244100,247200,248400,257900,264100,265600,258400,252600,247600,242900,244600,2.33E+05,2.27E+05,223600,249400,261900,275200,268800,266200,252300,2.46E+05,241500,239800,241200,242700,,
1657,DeKalb County,Illinois,443,115900,117400,116900,108900,107700,113900,119100,122500,121200,128200,127800,128500,126800,127700,130800,137300,139400,142300,136400,130800,127400,131400,1.4E+05,132400,136500,130800,140900,135300,141500,136900,139300,135500,1.37E+05,135400,132900,129900,131500,134700,136600,135200,1.36E+05,136600,138700,138900,140500,139100,142100,144500,146600,149100,146400,147300,143500,142100,145500,147600,150300,149500,149400,151800,149200,155900,162300,165700,162300,155900,155900,151400,160300,161300,166500,157400,1.58E+05,157100
3132,Saint Marys County,Maryland,444,,,,,,,,,,,241200,239100,249700,247500,249900,245300,248500,251200,252800,253800,247500,2.47E+05,244200,237400,239700,248400,252900,242200,218500,215600,213600,221600,213500,201900,201900,215500,215100,220100,206700,231800,230500,242800,2.38E+05,237400,234900,237600,233400,237700,227600,235900,230600,237300,239500,245600,251300,254200,264300,265400,269600,265600,265600,259800,255900,265600,273400,277900,266400,256400,258300,263100,261200,258800,2.55E+05,
2892,Bonneville County,Idaho,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158600,150900,151300,151100,1.51E+05,151800,156500,158400,159900,1.58E+05,161400,162700,1.64E+05,165500,1.65E+05,167800,1.67E+05,173100,173800,176700,1.71E+05,165600,165700,1.67E+05,171800,174900,178600,179100,180300,177200,178900,179800,183400,187900,194900,199400,200200,192800,191600,195800,207400,224300,224700,
2142,Berkeley County,West Virginia,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149300,155200,156200,156500,157700,157800,157700,153300,153200,153300,159200,160300,1.6E+05,152300,153700,155800,164800,164600,164100,163800,165600,166100,168300,170500,171600,1.67E+05,170100,172800,178500,169600,171700,168900,177500,172800,173900,186300,
1833,Kaufman County,Texas,447,,,,,,,,,,158600,155100,156600,148500,149100,149500,151200,153900,154600,1.53E+05,149400,152400,154800,155300,1.59E+05,165200,1.71E+05,176300,174600,178200,176200,180900,1.79E+05,171700,167900,170300,174300,176100,179500,179800,181300,180700,184400,1.85E+05,184500,184500,188400,190400,191500,184700,184800,185700,197100,196800,197300,193600,1.99E+05,203200,207400,208800,205700,204200,207400,211900,211300,205400,209400,213200,217600,216500,221700,230200,232300,229900,
2872,Whitfield County,Georgia,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109600,1.08E+05,112300,113300,114200,113300,1.16E+05,117800,116900,118200,117400,1.23E+05,122900,124200,120600,126100,121200,123800,120400,1.3E+05,133200,126500,127800,126100,134600,128600,123800,125600,125500,133600,135100,135900,134900,126700,128700,
641,Miami County,Ohio,449,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1E+05,109900,113400,121200,120300,120100,118800,1.23E+05,116600,118500,106600,1.12E+05,114300,122800,123900,122600,1.25E+05,123900,118800,121300,127300,1.32E+05,128500,123400,122800,128900,134400,135700,133100,132700,136900,136400,136900,132500,135700,138400,144500,142400,145900,141900,147600,142400,141600,138900,135500,135800,134700,
1644,Cowlitz County,Washington,450,140700,1.39E+05,137700,1.45E+05,149200,151400,154700,155500,157600,153900,152300,151400,157700,160300,1.62E+05,157500,160100,160900,161900,158600,1.6E+05,158300,165700,161700,166100,166800,172700,175300,175600,175700,183600,184300,185200,177400,179600,183300,186200,185700,187200,185500,185800,189800,191900,2E+05,200300,205900,2.02E+05,2.05E+05,205100,213300,211300,206700,201100,201400,210100,211900,213800,216100,226900,228700,228600,230300,236200,234600,226500,226400,232500,237900,243300,2.44E+05,249400,255400,251300,2.64E+05
2592,Walworth County,Wisconsin,451,149700,163200,156800,157300,138400,145800,146600,154400,151700,156100,151500,1.55E+05,147500,149900,153700,153800,157400,151100,156500,152600,152600,150900,155700,153600,157200,156400,156900,155900,154100,158500,158600,1.58E+05,159200,156500,1.65E+05,161900,165800,162400,168600,169700,173300,1.71E+05,170400,172800,178700,183100,180800,179300,175800,194600,195400,202300,183400,181600,179800,179600,178800,179500,176400,184900,193200,2.03E+05,201600,199200,192700,186400,182100,191500,199200,205500,199400,194700,188800,
3092,Fond du Lac County,Wisconsin,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131900,120300,121300,122900,116900,113600,110900,112200,116800,116300,121900,119200,121700,118800,118100,114400,115800,118300,124200,118400,123500,124600,126300,124600,120900,123300,122400,124500,125500,126800,123500,121200,135400,151600,154600,141200,130800,131800,126900,132400,136700,138700,1.39E+05,139900,145300,
2578,Tompkins County,New York,453,176100,175400,170500,168400,177200,184600,181400,178100,182100,181900,188100,186600,189800,184800,172400,178300,173200,1.79E+05,178800,187700,193500,1.98E+05,188400,177300,179600,180500,189700,180500,180100,183100,188400,190800,188900,191200,197300,199400,191600,189300,196200,2.03E+05,207600,204700,207900,207500,203600,192500,193300,194200,202400,211300,222900,224800,218300,213600,214100,209400,210500,218400,223900,239800,2.43E+05,255500,238500,2.16E+05,196500,197700,2.08E+05,226100,212100,222500,210200,224300,201900,
1781,Houston County,Alabama,454,,,,,,,,,,,,,,,,,,,,,,,,,1.04E+05,113100,112800,106900,1.07E+05,111400,111900,115200,117500,130700,132900,133100,119500,120300,126700,140500,142800,139400,145200,150300,149600,137700,131300,130600,132500,133200,130800,132800,130800,123400,122700,118400,126100,124400,128100,129500,1.3E+05,129300,129300,129100,132200,130100,144200,147100,152900,148100,154600,154500,140600,
2624,Ashtabula County,Ohio,455,76200,74600,76600,7.7E+04,65500,6.8E+04,70700,74500,7.6E+04,74400,78100,7.7E+04,92600,9E+04,91200,75100,72100,74200,77500,81500,81400,79400,77500,75700,78400,80100,81900,80500,82500,80900,80700,76700,78200,82700,83700,76200,75200,7.3E+04,73600,71800,74400,83500,8.4E+04,82900,7.8E+04,75800,76800,81900,80200,88300,87100,94100,90100,86300,79100,7.6E+04,90900,100300,98900,85700,77900,87100,92500,96100,91200,85700,85900,85900,93400,98700,103600,97500,106300,
2283,Franklin County,Missouri,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,144200,144300,147200,136200,143100,147600,1.5E+05,153400,146500,153900,149900,154100,148400,148800,151200,154400,152600,151700,148600,153100,152700,149300,141800,146600,154200,159700,153900,148200,144200,142900,146900,144400,144600,143500,153700,158500,156600,154300,151900,156100,149300,148300,149300,151600,155900,154400,
362,Adams County,Pennsylvania,457,145400,147300,151700,149800,1.61E+05,160200,166600,156900,156800,1.57E+05,1.5E+05,152100,163900,183300,184800,1.74E+05,167400,162700,155900,152600,157100,159100,163400,166700,170700,173800,172200,166500,162900,165900,173200,178300,178700,202900,204800,203200,184300,176100,171700,1.69E+05,168200,172100,170200,175800,174500,173100,165500,159400,163300,1.59E+05,1.68E+05,167900,180200,181600,183800,182300,192600,193200,192500,1.81E+05,173600,1.8E+05,182700,190600,191600,1.93E+05,196500,194600,201100,201900,201400,191100,187800,
429,Cecil County,Maryland,458,195300,189200,178400,179300,177700,183100,180900,174300,175500,178200,187200,198700,196500,193900,180200,177100,177200,179500,181800,182400,184900,186900,187600,183300,184700,189900,188700,196200,196100,189900,185600,187700,198900,196800,182700,182100,189200,192400,196400,182600,189200,182800,191600,192900,194300,195700,195700,201400,201300,202100,205500,2.07E+05,211900,208900,212100,209700,208800,207200,210400,214200,214800,203600,201300,192800,2.05E+05,204400,213900,211600,220400,223600,231100,232200,232400,
855,Bartow County,Georgia,459,8.5E+04,88800,95500,97400,100500,99200,102600,103600,106300,102500,103400,101400,105500,108400,112600,111600,109500,107100,104900,107200,109500,1.17E+05,116100,1.18E+05,113700,114500,111800,113500,115900,120300,124200,124900,122900,121600,116900,119400,124400,131200,132600,130500,131600,136200,133900,134800,131100,135600,138100,141700,140200,142400,140500,142300,143100,144900,147900,148200,152500,153600,155300,155300,157500,161800,164300,163600,162400,160700,161900,159500,160200,161300,164200,1.64E+05,167500,
1263,Newton County,Georgia,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128900,125400,126200,126100,128300,127200,129500,127600,1.29E+05,126800,129100,129700,134700,135100,1.34E+05,133200,133500,134300,137500,144500,148200,1.48E+05,147600,154700,154300,151900,145700,148600,145300,
1856,Lenawee County,Michigan,461,,,,,,,,,,,,,,,,,,,,,,,,,94700,91800,93500,95400,100100,100400,106100,105600,109900,1.11E+05,114900,1.16E+05,1.14E+05,116400,114700,115100,115100,1.19E+05,117500,116300,113200,117500,116800,117600,115500,117200,120200,127200,129900,127600,123300,125500,125800,1.24E+05,115600,1.18E+05,122700,133900,137800,139300,132800,127700,1.22E+05,126700,125100,128800,122800,124600,126600,134900
1758,Hanover County,Virginia,462,227700,220300,220500,213700,222100,227300,231900,232300,233600,234400,234200,232400,2.28E+05,220500,214800,2.2E+05,217400,220300,213600,215500,219300,220600,218400,215800,226400,2.36E+05,239600,2.29E+05,2.32E+05,227500,233200,231100,232200,233400,223400,221600,216700,229500,233800,242100,240100,241900,243400,244400,241200,236400,242700,244700,244600,242500,245100,251300,2.46E+05,243900,243300,245900,246400,252800,261500,270800,271500,274900,279800,278900,2.8E+05,271700,271300,264600,260800,264800,266400,268900,262900,
1343,Putnam County,New York,463,,,,,,,,,,,,,,,,,,,,,,,,,277700,268800,271400,276200,281200,277800,279700,279700,289300,294400,299900,286500,287500,290300,304100,298300,290800,280100,280600,292800,305500,307300,291600,290900,294500,311300,301100,287200,283700,290200,3.05E+05,300500,298800,298500,304500,312700,3.19E+05,326200,324300,324900,324700,333500,334200,328400,3.16E+05,3.2E+05,329500,3.28E+05,330500,
112,Cass County,Missouri,464,,,,,,139200,1.44E+05,147100,144600,145500,157100,164300,1.55E+05,141500,135500,136200,134900,140400,1.45E+05,147400,1.41E+05,145700,151600,158900,162800,160900,165100,161800,165200,156900,154600,154100,157700,1.56E+05,150300,146700,150900,153700,156900,158100,1.62E+05,163600,164900,163900,168600,169400,169700,165600,163300,167100,168800,176900,176300,175600,171700,171100,174200,173400,184200,184700,1.9E+05,1.83E+05,185500,187100,192400,192900,192200,188800,194700,1.94E+05,197200,197200,,
2110,Yamhill County,Oregon,465,206200,210900,206400,198900,191200,186200,199500,214600,218100,221600,219100,217700,218900,222200,220100,218900,220600,2.27E+05,224300,225700,2.2E+05,220500,2.28E+05,228400,232500,218900,222800,228100,228100,230800,230300,238300,240200,241100,239900,251400,251700,256800,250400,247400,251800,2.52E+05,258600,253500,254900,258700,278800,300700,302600,299900,283600,286600,280300,280100,286300,288500,299400,299200,307600,311300,317700,318300,314300,310700,303700,3.11E+05,3.06E+05,310200,311400,323700,337100,345200,349400,349500
2039,Steuben County,New York,466,96200,94200,91500,100800,98100,96500,100500,101200,97800,89400,89800,99400,97900,95300,8.9E+04,8.8E+04,87700,92300,9.3E+04,90600,85500,84800,88500,86900,86800,86900,92600,90300,86100,86600,89600,90600,90200,89700,88500,86100,88300,88300,88100,93700,96200,99200,91700,94200,97500,97200,1E+05,98400,103500,100100,1.02E+05,9.5E+04,103500,9.7E+04,99400,94800,97800,102400,95700,94200,92100,92600,89900,88400,94800,96100,98300,98900,101100,107600,102400,104500,99100,
2608,Albemarle County,Virginia,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300800,292600,283600,286600,289200,3.07E+05,297800,297200,287700,279300,269800,255700,296800,305100,327100,301300,309800,301900,301600,289200,298100,308600,318400,329100,3.24E+05,335700,339200,358300,3.46E+05,329800,307200,3.07E+05,315400,302700,3.18E+05,298400,333300,
1554,Bradley County,Tennessee,468,1.12E+05,115700,117500,119300,109400,102900,107800,113200,125300,121800,1.21E+05,119200,117800,134200,133400,1.35E+05,117600,117100,120700,121500,121100,1.15E+05,114700,117400,120900,121400,129100,126900,130100,125400,125100,1.25E+05,124100,124700,122500,122300,124900,128400,131300,130900,130100,131800,134200,133100,133500,1.37E+05,139800,137300,135700,135900,138600,140400,143800,138900,136900,135300,136900,142600,1.49E+05,158300,158600,170600,170700,166500,149700,146900,152500,152600,154200,151800,158600,159700,157800,
2724,Highlands County,Florida,469,66900,68600,71100,74300,73900,71900,78300,74300,75400,69300,74200,76100,76100,73700,72600,74900,76600,77600,77100,78900,78900,82900,81200,83600,81500,85200,82400,80800,83100,86300,8.9E+04,88800,89600,89600,89500,9E+04,92900,93600,97900,100400,101200,102300,102800,105900,108400,111400,117200,115700,116900,115100,111800,112800,112700,121400,121700,120400,119700,118600,118500,117800,117800,1.2E+05,123600,128100,131700,129900,130100,127800,129900,131300,135400,1.32E+05,130900,128200
1261,Nevada County,California,470,277400,277300,279300,290200,305800,3.05E+05,313300,321600,3.32E+05,327900,323500,329300,323800,323800,325300,331100,3.26E+05,324600,323400,331200,337400,337100,3.39E+05,330500,346500,346100,348200,336600,347600,353800,358200,345900,344500,341600,346400,357300,362300,370300,371900,369200,361600,357500,366500,371600,370200,377600,373600,373300,379700,393100,396400,3.97E+05,3.97E+05,407300,401400,405800,406900,419300,430500,436100,434200,425600,429100,431200,4.39E+05,454500,467600,471700,471700,463200,461900,437800,433200,431100
2598,Wicomico County,Maryland,471,,,,,,,,,,,,,,,149800,123900,109600,108600,115600,124400,126900,130700,130900,130200,139800,140500,141200,133600,133300,133700,1.33E+05,134100,1.33E+05,129700,127400,128900,129900,125700,128400,130300,134800,134800,138600,138300,139800,138600,142900,134800,134900,133900,140700,135100,140500,142900,145800,142500,140900,144600,146200,147700,147900,145300,144400,144600,145600,141300,139600,135600,140700,143400,150400,152200,150500,
1911,Madison County,Tennessee,472,95200,94400,90800,91300,82100,83900,8.3E+04,8.8E+04,86900,83500,96400,95100,1E+05,89900,90300,88200,87300,89300,91200,88900,8.7E+04,89900,93500,105300,107700,105200,97200,96200,95600,9.5E+04,93400,98900,100500,102700,99700,100900,95600,9.6E+04,93100,95100,99500,98900,102500,101100,101700,99100,104800,106900,105900,101200,105100,109300,111100,111300,110400,115300,119700,124400,124100,1.24E+05,131300,128100,132400,126800,129600,122500,129300,126300,127300,,,,,
2667,Cleveland County,North Carolina,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9E+04,95200,93900,96400,93200,9.3E+04,92900,105500,110300,111900,107600,1.07E+05,105200,100800,92800,94400,100700,109200,102400,104900,103400,112500,112500,103900,100500,99100,113600,118800,1.17E+05,123900,124100,129300,119400,115500,106700,113900
3290,Fairbanks North Star Borough,Alaska,474,2.24E+05,227400,2.31E+05,2.44E+05,243900,254900,240700,234100,220800,219200,219700,219600,217400,214900,212200,212900,212500,211900,217600,220100,223800,228200,227100,222400,2.05E+05,2.06E+05,216300,2.29E+05,234900,235300,2.36E+05,236400,235300,236800,225700,229500,240100,251100,249500,2.42E+05,241300,239600,2.35E+05,234600,237400,244600,252200,241500,240300,2.41E+05,250900,249100,2.44E+05,246700,248700,253100,249300,243600,236700,235700,240800,251300,250900,254400,250500,256300,244800,235600,239800,248200,256400,252800,2.5E+05,
2174,Cape May County,New Jersey,475,3.24E+05,312100,322400,308300,3.23E+05,318800,330700,330300,325600,298200,294300,293500,300700,322600,340500,361800,344200,343200,343900,3.48E+05,333400,3.34E+05,333400,3.39E+05,326700,329300,328600,336100,335700,336800,3.28E+05,333100,335700,333500,329700,358700,369100,353300,309700,293200,298700,300300,312200,313200,329600,337600,322500,3.21E+05,316500,338800,319900,336400,334600,338600,317600,3.13E+05,313600,317100,323600,326700,325400,306700,297400,300600,297700,302900,302400,324300,336900,328200,329800,327200,316400,
3184,Roanoke City,Virginia,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100100,96600,98400,101800,104400,105700,112300,115300,117300,106100,113500,1.14E+05,124100,119100,117700,117400,113300,112600,113600,115400,115200,114300,1.14E+05,1.15E+05,116400,1.15E+05,113800,110200,113700,114900,119100,117400,114100,107200,
512,Floyd County,Georgia,477,80500,7.6E+04,76600,71100,77100,71900,7.4E+04,71400,76700,78300,7.6E+04,75600,77400,81300,81600,81200,76400,82300,8.3E+04,83900,83700,8.5E+04,88400,93600,86700,84500,77300,83800,84500,9E+04,9.2E+04,92500,8.8E+04,95200,98700,99300,91900,91500,91700,97900,105700,1.07E+05,105900,92800,95600,91800,98800,96900,101600,1.05E+05,1.13E+05,114700,1.14E+05,106600,1.08E+05,116200,118400,118600,117700,125900,125500,117700,113800,112500,116400,116500,117700,118600,116800,116700,122700,118900,118500,
2966,Monongalia County,West Virginia,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196100,1.96E+05,195700,193700,188100,1.86E+05,1.9E+05,191600,200200,196800,1.92E+05,185500,182700,186200,190900,1.99E+05,205700,198800,193700,192300,191900,193800,189800,193400,192200,198700,195900,208100,204400,210900,201200,191900,189300,190300,199400,199700,2.02E+05,211200,2.07E+05,201700,192100,
1718,Garland County,Arkansas,479,,,,,,,,,,,,,,,,,,,,,,,,101500,108100,119300,123500,124700,126700,122400,124500,122900,127100,126200,123200,122200,127500,123400,1.28E+05,122900,126500,1.23E+05,121400,124500,126300,126200,125800,129100,133500,134200,132100,131400,131400,132500,130600,131400,132700,138600,141200,140700,137200,133300,128800,133600,137900,141700,140700,140900,143200,137500,1.4E+05,143300,144300,
256,Nash County,North Carolina,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111600,110100,107800,106300,93300,9.1E+04,87100,96100,96700,99600,102100,105900,110300,1.12E+05,112200,112400,113200,114800,115600,118100,118900,1.2E+05,120100,117800,115600,124900,130900,135700,126900,126100,122700,130400,125500,1.27E+05,118700,119900,122100,131500,133800,131700,119100,120200
1707,Flagler County,Florida,481,131900,133800,137100,139500,137800,137700,138900,141600,147200,147300,149300,143500,1.43E+05,144500,148900,148800,148400,147900,148300,145100,136800,138100,138600,148500,151300,153500,154100,154700,157300,159900,1.61E+05,168100,167600,170100,166100,167800,172700,174900,176300,172700,177200,180900,187600,183900,182200,1.82E+05,1.89E+05,193600,190100,182900,184900,190300,194100,194400,189500,196400,199900,203400,201500,2.07E+05,212900,2.2E+05,221200,222500,217800,212700,211600,213400,217700,221400,220200,215700,218800,
3260,Portsmouth City,Virginia,482,101700,113300,112100,114900,110400,110700,106500,109700,107300,110200,110700,114500,113300,111300,110300,106200,109500,112500,123600,122200,125400,119700,113400,105200,95700,112700,117400,126800,125600,123100,125200,117900,1.22E+05,123700,126900,127600,126300,124700,128500,133800,137900,138300,131100,128500,127100,1.29E+05,1.3E+05,127600,1.33E+05,135300,133800,131200,128300,131400,136700,142700,143300,145300,142400,151900,155200,1.66E+05,1.65E+05,154700,144700,137800,144300,148200,145300,139800,135800,142200,145900,
1415,Sutter County,California,483,153500,164800,1.71E+05,172200,175500,176700,181300,180900,184500,187700,192700,193600,196700,189900,198100,203200,2.07E+05,201400,197400,198300,194500,194200,196600,201300,206400,208400,223500,222400,227300,215900,214100,219400,223100,230700,231200,2.3E+05,224300,222400,224700,231500,231600,233300,2.37E+05,240200,243800,2.4E+05,242300,245900,250200,255700,253800,257100,258600,2.62E+05,263500,265500,266900,268800,265700,267200,270200,277200,282200,287600,284100,287500,280400,286200,283100,2.82E+05,277600,286600,289700,
2984,Montgomery County,Virginia,484,,,,218600,213300,198400,193400,194100,190100,203600,189400,194100,173900,175300,168600,1.81E+05,170800,1.82E+05,183800,207900,207800,191800,185300,177200,193500,1.99E+05,201500,197200,1.96E+05,191400,199700,191800,186600,173600,174600,175700,189600,193300,200300,196200,195800,202500,190900,189700,193800,212500,2.19E+05,228200,222500,2.14E+05,204900,2.02E+05,204900,205800,210600,207400,207800,201400,213400,212300,219500,220200,224400,218500,217500,213400,209200,201600,197300,203300,213700,217700,241400,
796,Wayne County,New York,485,1.01E+05,9.9E+04,1.04E+05,108600,108900,109100,109600,108300,108200,108600,107800,108900,108100,102700,108900,106500,118200,115100,116800,109900,1.08E+05,105700,111100,110400,108900,107500,103800,110500,104600,1.07E+05,103100,1.1E+05,110400,109100,107800,109800,114700,104700,109300,97600,104600,98200,105100,110400,1.14E+05,117800,116600,113100,111800,1.09E+05,106400,102600,107900,111800,117800,116500,115500,116400,115700,117800,122300,118400,123200,121800,128300,124800,126300,126600,127700,124700,126700,125100,128300,
1409,Sumter County,Florida,486,179300,180100,181300,1.84E+05,184800,188500,193400,196800,200400,203100,2.01E+05,2.02E+05,210700,217800,221200,214300,217200,218400,219300,2.22E+05,222300,225100,224200,224300,2.26E+05,224500,2.3E+05,230600,2.33E+05,226500,223200,221800,224900,226200,227400,2.29E+05,230200,228900,225700,224800,226200,229700,230800,231100,230500,236700,234800,234200,228800,235600,238300,239700,232600,231800,232900,236300,236100,233600,235300,238500,240100,244100,251600,255100,254300,248300,256200,254500,257100,254100,2.59E+05,262400,253400,
1033,Geauga County,Ohio,487,195200,187500,191400,188200,190600,190800,197900,197800,202800,198500,201500,213900,212600,220800,206200,207200,189100,1.92E+05,200700,212200,207900,199400,194400,194300,182400,186200,189500,199900,198900,198200,196500,191600,1.96E+05,205200,212300,212300,204400,201100,199700,210900,2.12E+05,201800,195200,198700,207800,211100,204200,206900,209200,218700,218900,220700,224500,239100,236800,236900,223500,219100,222700,226100,238400,240100,243600,236400,236100,224900,229700,232300,233700,232200,217800,223100,215600,222300
2405,Marshall County,Alabama,488,7.1E+04,74800,8.4E+04,85600,85700,76500,81200,86900,87100,82700,79500,87800,9.6E+04,97900,93100,90100,91900,92100,88800,87700,87900,90100,9.4E+04,9.7E+04,99100,97600,92500,87900,87400,83900,87100,87800,93700,93500,91800,89700,87400,89500,94800,9.9E+04,99900,101600,99800,99100,95900,98400,99800,98400,1.01E+05,93700,97300,94400,1.04E+05,103400,107700,106300,112100,113500,117100,116800,114800,110700,114600,110700,115400,107600,112100,112400,112100,1.14E+05,1.08E+05,1.14E+05,114700,
2952,Lauderdale County,Alabama,489,,,,,,,,,,,,,,,,,113700,105400,109100,109400,114700,107900,103400,103400,102400,100600,108200,114900,117300,1.08E+05,102400,99500,96800,97500,99100,104900,104600,1.04E+05,103700,108800,110100,109300,105900,1.13E+05,112600,115700,116500,114100,114600,117400,119200,119200,114800,117900,117800,121800,127600,132400,126600,116700,118600,123300,135500,,,,,,,,,,,
